S,Feedback,Sentiment,punctuation_removed,nltk_token,StopWords_Removed
582,"Voice Quality, Signal Strength, Dropped Calls.",Negative,Voice Quality Signal Strength Dropped Calls,"['voice', 'quality', 'signal', 'strength', 'dropped', 'calls']","['voice', 'quality', 'signal', 'strength', 'dropped', 'calls']"
583,"It plays louder than any other speaker of this size;  the price is so low that most would think the quality is lacking, however, it's not.",Positive,It plays louder than any other speaker of this size  the price is so low that most would think the quality is lacking however its not,"['it', 'plays', 'louder', 'than', 'any', 'other', 'speaker', 'of', 'this', 'size', 'the', 'price', 'is', 'so', 'low', 'that', 'most', 'would', 'think', 'the', 'quality', 'is', 'lacking', 'however', 'its', 'not']","['plays', 'louder', 'speaker', 'size', 'price', 'low', 'would', 'think', 'quality', 'lacking', 'however']"
584,Better than expected.,Positive,Better than expected,"['better', 'than', 'expected']","['better', 'expected']"
585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",Negative,It feels poorly constructed the menus are difficult to navigate and the buttons are so recessed that it is difficult to push them,"['it', 'feels', 'poorly', 'constructed', 'the', 'menus', 'are', 'difficult', 'to', 'navigate', 'and', 'the', 'buttons', 'are', 'so', 'recessed', 'that', 'it', 'is', 'difficult', 'to', 'push', 'them']","['feels', 'poorly', 'constructed', 'menus', 'difficult', 'navigate', 'buttons', 'recessed', 'difficult', 'push']"
586,Battery is holding up well.,Positive,Battery is holding up well,"['battery', 'is', 'holding', 'up', 'well']","['battery', 'holding', 'well']"
587,Also difficult to put on.I'd recommend avoiding this product.,Negative,Also difficult to put onId recommend avoiding this product,"['also', 'difficult', 'to', 'put', 'onid', 'recommend', 'avoiding', 'this', 'product']","['also', 'difficult', 'put', 'onid', 'recommend', 'avoiding', 'product']"
588,"I only used it two days, and it wasn't always easy to hear with.",Negative,I only used it two days and it wasnt always easy to hear with,"['i', 'only', 'used', 'it', 'two', 'days', 'and', 'it', 'wasnt', 'always', 'easy', 'to', 'hear', 'with']","['used', 'two', 'days', 'wasnt', 'always', 'easy', 'hear']"
589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,Negative,I got the car charger and not even after a week the charger was brokenI went to plug it in and it started smoking,"['i', 'got', 'the', 'car', 'charger', 'and', 'not', 'even', 'after', 'a', 'week', 'the', 'charger', 'was', 'brokeni', 'went', 'to', 'plug', 'it', 'in', 'and', 'it', 'started', 'smoking']","['got', 'car', 'charger', 'even', 'week', 'charger', 'brokeni', 'went', 'plug', 'started', 'smoking']"
590,Sprint - terrible customer service.,Negative,Sprint  terrible customer service,"['sprint', 'terrible', 'customer', 'service']","['sprint', 'terrible', 'customer', 'service']"
591,Linked to my phone without effort.,Positive,Linked to my phone without effort,"['linked', 'to', 'my', 'phone', 'without', 'effort']","['linked', 'phone', 'without', 'effort']"
592,THey are so cool!,Positive,THey are so cool,"['they', 'are', 'so', 'cool']",['cool']
593,Easy to use.,Positive,Easy to use,"['easy', 'to', 'use']","['easy', 'use']"
594,Better Than New.,Positive,Better Than New,"['better', 'than', 'new']","['better', 'new']"
595,"What possesed me to get this junk, I have no idea...",Negative,What possesed me to get this junk I have no idea,"['what', 'possesed', 'me', 'to', 'get', 'this', 'junk', 'i', 'have', 'no', 'idea']","['possesed', 'get', 'junk', 'idea']"
596,Piece of trash.,Negative,Piece of trash,"['piece', 'of', 'trash']","['piece', 'trash']"
597,A pretty good product.,Positive,A pretty good product,"['a', 'pretty', 'good', 'product']","['pretty', 'good', 'product']"
598,This is a great phone!.,Positive,This is a great phone,"['this', 'is', 'a', 'great', 'phone']","['great', 'phone']"
599,"For the price on Amazon, it is an excellent product, which I would highly recommend.",Positive,For the price on Amazon it is an excellent product which I would highly recommend,"['for', 'the', 'price', 'on', 'amazon', 'it', 'is', 'an', 'excellent', 'product', 'which', 'i', 'would', 'highly', 'recommend']","['price', 'amazon', 'excellent', 'product', 'would', 'highly', 'recommend']"
600,Their Research and Development division obviously knows what they're doing.,Positive,Their Research and Development division obviously knows what theyre doing,"['their', 'research', 'and', 'development', 'division', 'obviously', 'knows', 'what', 'theyre', 'doing']","['research', 'development', 'division', 'obviously', 'knows', 'theyre']"
601,"The real killer is the volume, and of course it breaking.",Negative,The real killer is the volume and of course it breaking,"['the', 'real', 'killer', 'is', 'the', 'volume', 'and', 'of', 'course', 'it', 'breaking']","['real', 'killer', 'volume', 'course', 'breaking']"
602,Those phones are working just fine now.,Positive,Those phones are working just fine now,"['those', 'phones', 'are', 'working', 'just', 'fine', 'now']","['phones', 'working', 'fine']"
603,I am more than happy with this product.,Positive,I am more than happy with this product,"['i', 'am', 'more', 'than', 'happy', 'with', 'this', 'product']","['happy', 'product']"
604,Poor Construction.,Negative,Poor Construction,"['poor', 'construction']","['poor', 'construction']"
605,This is infuriating.,Negative,This is infuriating,"['this', 'is', 'infuriating']",['infuriating']
606,"Overall, I would recommend this phone over the new Walkman.",Positive,Overall I would recommend this phone over the new Walkman,"['overall', 'i', 'would', 'recommend', 'this', 'phone', 'over', 'the', 'new', 'walkman']","['overall', 'would', 'recommend', 'phone', 'new', 'walkman']"
607,Sprint charges for this service.,Negative,Sprint charges for this service,"['sprint', 'charges', 'for', 'this', 'service']","['sprint', 'charges', 'service']"
608,"It is cheap, and it feel and look just as cheap.",Negative,It is cheap and it feel and look just as cheap,"['it', 'is', 'cheap', 'and', 'it', 'feel', 'and', 'look', 'just', 'as', 'cheap']","['cheap', 'feel', 'look', 'cheap']"
609,It fits my ear well and is comfortable on.,Positive,It fits my ear well and is comfortable on,"['it', 'fits', 'my', 'ear', 'well', 'and', 'is', 'comfortable', 'on']","['fits', 'ear', 'well', 'comfortable']"
610,It doesn't work in Europe or Asia.,Negative,It doesnt work in Europe or Asia,"['it', 'doesnt', 'work', 'in', 'europe', 'or', 'asia']","['doesnt', 'work', 'europe', 'asia']"
611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,Positive,clipping this to your belt will deffinitely make you feel like 50 cents upandcoming,"['clipping', 'this', 'to', 'your', 'belt', 'will', 'deffinitely', 'make', 'you', 'feel', 'like', '50', 'cents', 'upandcoming']","['clipping', 'belt', 'deffinitely', 'make', 'feel', 'like', '50', 'cents', 'upandcoming']"
612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,Positive,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear,"['i', 'like', 'design', 'and', 'look', 'of', 'jabra', 'behing', 'the', 'ear', 'headsets', 'and', '5020', 'is', 'pretty', 'comfortible', 'to', 'wear', '24', 'hours', 'a', 'day', 'without', 'pain', 'in', 'the', 'ear']","['like', 'design', 'look', 'jabra', 'behing', 'ear', 'headsets', '5020', 'pretty', 'comfortible', 'wear', '24', 'hours', 'day', 'without', 'pain', 'ear']"
613,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,Positive,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price,"['i', 'was', 'amazed', 'at', 'the', 'quick', 'arrival', 'of', 'the', 'two', 'original', 'lg', 'cell', 'phone', 'batteries', 'and', 'and', 'at', 'a', 'fraction', 'of', 'the', 'price']","['amazed', 'quick', 'arrival', 'two', 'original', 'lg', 'cell', 'phone', 'batteries', 'fraction', 'price']"
614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,Negative,the worst phone from samsungcrap this crappy Samsung E715 is the worst i have ever seeen,"['the', 'worst', 'phone', 'from', 'samsungcrap', 'this', 'crappy', 'samsung', 'e715', 'is', 'the', 'worst', 'i', 'have', 'ever', 'seeen']","['worst', 'phone', 'samsungcrap', 'crappy', 'samsung', 'e715', 'worst', 'ever', 'seeen']"
615,the charger worked for about a week and then completely stopped charging my phone.,Negative,the charger worked for about a week and then completely stopped charging my phone,"['the', 'charger', 'worked', 'for', 'about', 'a', 'week', 'and', 'then', 'completely', 'stopped', 'charging', 'my', 'phone']","['charger', 'worked', 'week', 'completely', 'stopped', 'charging', 'phone']"
616,Poor product.,Negative,Poor product,"['poor', 'product']","['poor', 'product']"
617,However I needed some better instructions.,Negative,However I needed some better instructions,"['however', 'i', 'needed', 'some', 'better', 'instructions']","['however', 'needed', 'better', 'instructions']"
618,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,Negative,You need two hands to operate the screenThis software interface is decade old and cannot compete with new software designs,"['you', 'need', 'two', 'hands', 'to', 'operate', 'the', 'screenthis', 'software', 'interface', 'is', 'decade', 'old', 'and', 'can', 'not', 'compete', 'with', 'new', 'software', 'designs']","['need', 'two', 'hands', 'operate', 'screenthis', 'software', 'interface', 'decade', 'old', 'compete', 'new', 'software', 'designs']"
619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,Positive,Worked very well paired with a Treo 700w and as a Skype headset on my PC using a USB Bluetooth transceiver,"['worked', 'very', 'well', 'paired', 'with', 'a', 'treo', '700w', 'and', 'as', 'a', 'skype', 'headset', 'on', 'my', 'pc', 'using', 'a', 'usb', 'bluetooth', 'transceiver']","['worked', 'well', 'paired', 'treo', '700w', 'skype', 'headset', 'pc', 'using', 'usb', 'bluetooth', 'transceiver']"
620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",Negative,Steer clear of this product and go with the genuine Palm replacementr pens which come in a threepack,"['steer', 'clear', 'of', 'this', 'product', 'and', 'go', 'with', 'the', 'genuine', 'palm', 'replacementr', 'pens', 'which', 'come', 'in', 'a', 'threepack']","['steer', 'clear', 'product', 'go', 'genuine', 'palm', 'replacementr', 'pens', 'come', 'threepack']"
621,DO NOT BUY DO NOT BUYIT SUCKS,Negative,DO NOT BUY DO NOT BUYIT SUCKS,"['do', 'not', 'buy', 'do', 'not', 'buyit', 'sucks']","['buy', 'buyit', 'sucks']"
622,This is a great product..... sure beats using your fingers!.,Positive,This is a great product sure beats using your fingers,"['this', 'is', 'a', 'great', 'product', 'sure', 'beats', 'using', 'your', 'fingers']","['great', 'product', 'sure', 'beats', 'using', 'fingers']"
623,"Plus, I seriously do not believe it is worth its steep price point.",Negative,Plus I seriously do not believe it is worth its steep price point,"['plus', 'i', 'seriously', 'do', 'not', 'believe', 'it', 'is', 'worth', 'its', 'steep', 'price', 'point']","['plus', 'seriously', 'believe', 'worth', 'steep', 'price', 'point']"
624,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,Positive,All the other cases Ive tried normally fall apart after a few months but this one seems to be in for the long haul,"['all', 'the', 'other', 'cases', 'ive', 'tried', 'normally', 'fall', 'apart', 'after', 'a', 'few', 'months', 'but', 'this', 'one', 'seems', 'to', 'be', 'in', 'for', 'the', 'long', 'haul']","['cases', 'ive', 'tried', 'normally', 'fall', 'apart', 'months', 'one', 'seems', 'long', 'haul']"
625,Very Dissapointing Performance.,Negative,Very Dissapointing Performance,"['very', 'dissapointing', 'performance']","['dissapointing', 'performance']"
626,Don't make the same mistake that I did and please don't buy this phone.,Negative,Dont make the same mistake that I did and please dont buy this phone,"['dont', 'make', 'the', 'same', 'mistake', 'that', 'i', 'did', 'and', 'please', 'dont', 'buy', 'this', 'phone']","['dont', 'make', 'mistake', 'please', 'dont', 'buy', 'phone']"
627,This phone might well be the worst I've ever had in any brand.,Negative,This phone might well be the worst Ive ever had in any brand,"['this', 'phone', 'might', 'well', 'be', 'the', 'worst', 'ive', 'ever', 'had', 'in', 'any', 'brand']","['phone', 'might', 'well', 'worst', 'ive', 'ever', 'brand']"
628,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,Negative,Case was more or less an extra that I originally put on but later discarded because it scratched my ear,"['case', 'was', 'more', 'or', 'less', 'an', 'extra', 'that', 'i', 'originally', 'put', 'on', 'but', 'later', 'discarded', 'because', 'it', 'scratched', 'my', 'ear']","['case', 'less', 'extra', 'originally', 'put', 'later', 'discarded', 'scratched', 'ear']"
